name,url,location,contact,email,phone,address,dataexchange_id
City of Los Angeles Department of Transportation (LADOT),http://www.ladottransit.com/,"Los Angeles, CA",Mr. James Lefton (Chief of Transit),james.lefton@lacity.org,(213)972-8408,"
100 S Main St 10th Floor
Los Angeles, CA 90012"
LACMTA - Small Operators (LACMTA),http://www.metro.net/,"Los Angeles, CA",Mr. Arthur Leahy (Chief Executive Officer),leahya@metro.net,(213)922-6888,"
One Gateway Plaza
Los Angeles, CA 90012"
Yuba-Sutter Transit Authority (YSTA),http://www.yubasuttertransit.com/,"Marysville, CA",Mr. Keith Martin (Transit Manager),keith_martin@sbcglobal.net,(530)634-6880 Ext:102,"
2100 B Street
Marysville, CA 95901"
Merced County Transit (The Bus),http://www.mercedthebus.com/,"Merced, CA",Mr. Jesse Brown (Executive Director),Jbrown@mcag.cog.ca.us,(209)723-3153,"
880 Thornton Road
Merced, CA 95340"
Modesto Area Express (MAX),http://www.modestoareaexpress.com/,"Modesto, CA",Mr. Nicholas Pinhey (Director of Public Works),npinhey@modestogov.com,(209)577-5213,"
1010 Tenth Street
Modesto, CA 95354"
Montebello Bus Lines (MBL),http://www.cityofmontebello.com/,"Montebello, CA",Ms. Aurora Jackson (Director of Transportation),ajackson@cityofmontebello.com,(323)887-4606,"
400 South Taylor Avenue
Montebello, CA 90640"
Monterey-Salinas Transit (MST),http://www.mst.org/,"Monterey, CA",Mr. Carl Sedoryk (GM/ CEO),csedoryk@mst.org,(831)899-2558,"
One Ryan Ranch Road
Monterey, CA 93940"
Napa County Transportation Planning Agency (NCTPA),http://www.nctpa.net/,"Napa, CA",Mr Paul Price (Executive Director),pprice@nctpa.net,707-259-8634,"
707 Randolph Street Suite 100
Napa, CA 94559"
Norwalk Transit System (NTS),http://www.ci.norwalk.ca.us/,"Norwalk, CA",Mr. James Parker (Director of Transportation),jparker@ci.norwalk.ca.us,(562)929-5533,"
12700 Norwalk Boulevard
Norwalk, CA 90650"
Alameda-Contra Costa Transit District (AC Transit),http://www.actransit.org/,"Oakland, CA",Mr. Richard Fernandez (General Manager),rfernandez@actransit.org,(510)891-4753,"
1600 Franklin Street
Oakland, CA 94612"
Gold Coast Transit (GCT),http://www.goldcoasttransit.org/,"Oxnard, CA",Ms. Deborah Linehan (General Manager),dlinehan@goldcoasttransit.org,(805)483-3959 Ext:118,"
301 E. Third St.
Oxnard, CA 93030"
City of Petaluma (Petaluma Transit),http://transit.cityofpetaluma.net/,"Petaluma, CA",Mr Joe Rye (Transit Manager),jrye@ci.petaluma.ca.us,707-778-4421,"
555 North McDowell Blvd.
Petaluma, CA 94954"
Western Contra Costa Transit Authority (WestCAT),http://www.westcat.org/,"Pinole, CA",Mr. Charles Anderson (General Manager),charlie@westcat.org,(510)724-3331,"
601 Walter Avenue
Pinole, CA 94564"
City of Porterville (C.O.L.T.),http://www.portervilletransit.com/,"Porterville, CA",Mr. John Lollis (City Manager),jlollis@ci.porterville.ca.us,(559)782-7466,"
291 North Main Street
Porterville, CA 93257"
Redding Area Bus Authority (RABA),http://www.rabaride.com/,"Redding, CA",Mr. Brian Crane (Director of Transportation & Engineering),bcrane@ci.redding.ca.us,(530)225-4170,"
777 Cypress Avenue
Redding, CA 96001"
City of Riverside Special Transportation (City of Riverside),http://www.riversideca.gov/,"Riverside, CA","Ms. Robin Metz (Parks, Recreation, and Community Services Superintendent)",rmetz@riversideca.gov,(951)826-2000 Ext:2050,"
3900 Main Street
Riverside, CA 92522"
Riverside Transit Agency (RTA),http://www.riversidetransit.com/,"Riverside, CA",Mr. Larry Rubio (Chief Executive Officer),lrubio@riversidetransit.com,(951)565-5022,"
1825 Third Street
Riverside, CA 92507"
Roseville Transit,http://www.roseville.ca.us/transit,"Roseville, CA",Mr. Michael Wixon (Alternative Transportation Manager),mwixon@roseville.ca.us,(916)774-5480,"
401 Vernon Street
Roseville, CA 95678"
Omnitrans (OMNI),http://www.omnitrans.org/,"San Bernardino, CA",Mr. Durand Rall (CEO/General Manager),Durand.Rall@omnitrans.org,(909)379-7112,"
1700 West Fifth Street
San Bernardino, CA 92411"
San Diego Association of Governments (SANDAG),http://www.sandag.org/,"San Diego, CA",Mr. Gary Gallegos (Executive Director),gga@sandag.org,(619)699-1900,"
401 B Street Suite 800
San Diego, CA 92101"
San Diego Metropolitan Transit System (MTS),http://www.sdmts.com/,"San Diego, CA",Mr. Paul Jablonski (Chief Executive Officer),paul.jablonski@sdmts.com,619-557-4515,"
1255 Imperial Avenue Suite 1000
San Diego, CA 92101"
"Golden Gate Bridge, Highway and Transportation District (GGBHTD)",http://www.goldengate.org/,"San Francisco, CA",Ms. Celia Kupersmith (General Manager),ckupersmith@goldengate.org,(415)923-2203,"
Presidio Station
San Francisco, CA 94129"
San Francisco Paratransit (ATC),http://www.sfparatransit.com/,"San Francisco, CA",Mr. Mike Griffus (President & CEO),mike.griffus@veoliatransportation.com,630-382-1120,"
68 12th Street
San Francisco, CA 94103"
Santa Clara Valley Transportation Authority (VTA),http://www.vta.org/,"San Jose, CA",Mr. Michael Burns (General Manager),michael.burns@vta.org,(408)321-5559,"
3331 North First Street
San Jose, CA 95134"
City of San Luis Obispo (SLO Transit),http://www.slocity.org/,"San Luis Obispo, CA","Mr. John Webster, Sr. (Transit Manager)",jwebster@slocity.org,(805)781-7121,"
919 Palm Street
San Luis Obispo, CA 93401"
San Luis Obispo Regional Transit Authority (SLORTA),http://www.slorta.org/,"San Luis Obispo, CA",Mr. Edward King (Regional Transit Administrator),eking@slorta.org,(805)781-4465,"
179 Cross Street Suite A
San Luis Obispo, CA 93401"
Santa Barbara Metropolitan Transit District (SBMTD),http://www.sbmtd.gov/,"Santa Barbara, CA",Mrs. Sherrie Fisher (General Manager),sfisher@sbmtd.gov,(805)963-3364,"
550 Olive Street
Santa Barbara, CA 93101"
Santa Clarita Transit (SCT),http://www.santa-clarita.com/,"Santa Clarita, CA",Mr. Darren Hernandez (Interim Transit Manager),dhernandez@santa-clarita.com,(661)295-6301,"
28250 Constellation Road
Santa Clarita, CA 91355"
Santa Cruz Metropolitan Transit District (SCMTD),http://www.scmtd.com/,"Santa Cruz, CA",Mr. Leslie White (General Manager),lwhite@scmtd.com,(831)426-6080,"
370 Encinal Suite 100
Santa Cruz, CA 95060"
Santa Maria Area Transit (SMAT),http://www.ci.santa-maria.ca.us/3075.html,"Santa Maria, CA",Mr. Tim Ness (City Manager),tness@ci.santa-maria.ca.us,(805)925-0951 Ext:200,"
110 South Pine Street Suite 101
Santa Maria, CA 93458"
Santa Monica's Big Blue Bus (Big Blue Bus ),http://www.bigbluebus.com/,"Santa Monica, CA",Mr. P. Lamont Ewell (City Manager),lamont.ewell@smgov.net,(310)458-8411 Ext:8301,"
1660 Seventh Street
Santa Monica, CA 90401"
City of Santa Rosa (Santa Rosa CityBus),http://ci.santa-rosa.ca.us/,"Santa Rosa, CA","Mr. Robert Dunlavey (Director, Transit and Parking)",rdunlavey@srcity.org,(707)543-3325,"
100 Santa Rosa Ave Room 6
Santa Rosa, CA 95402"
Sonoma County Transit,http://www.sctransit.com/,"Santa Rosa, CA",Mr. Bryan Albee (Transit Systems Manager),bryan@sctransit.com,(707)585-7516 Ext:204,"
355 West Robles Avenue
Santa Rosa, CA 95407"
Simi Valley Transit (SVT),http://www.simivalley.org/,"Simi Valley, CA",Mr. Mike Sedell (City Manager),msedell@simivalley.org,(805)583-6701,"
2929 Tapo Canyon Road
Simi Valley, CA 93063"
Altamont Commuter Express (ACE),http://www.acerail.com/,"Stockton, CA",Ms. Stacey Mortensen (Executive Director),stacey@acerail.com,(209)944-6221,"
949 East Channel Street
Stockton, CA 95202"
San Joaquin Regional Transit District (RTD),http://www.sanjoaquinrtd.com/,"Stockton, CA",Ms. Donna DeMartino (General Manager),ddemartino@sanjoaquinrtd.com,(209)948-5566 Ext:613,"
Stockton, CA 95201"
Thousand Oaks Transit (TOT),http://www.ci.thousand-oaks.ca.us/,"Thousand Oaks, CA",Mr. Scott Mitnick (City Manager),city@toaks.org,(805)449-2100,"
c/o: City of Thousand Oaks 2100 Thousand Oak Boulevard
Thousand Oaks, CA 91362"
SunLine Transit Agency (SunLine),http://www.sunline.org/,"Thousand Palms, CA",Mr. Charles Oglesby (General Manager),moglesby@sunline.org,(760)343-3456 Ext:100,"
32-505 Harry Oliver Trail
Thousand Palms, CA 92276"
Torrance Transit System (TTS),http://www.torrnet.com/92.htm,"Torrance, CA",Ms. Kim Turner (Transit Director),kturner@torranceca.gov,(310)618-6245,"
20500 Madrona Avenue
Torrance, CA 90503"
City of Turlock (BLAST and DART),http://www.ci.turlock.ca.us/,"Turlock, CA",Mr. Roy Wasden (City Manager),RWasden@turlock.ca.us,(209)668-5540 Ext:1101,"
156 South Broadway, Suite 150
Turlock, CA 95380"
City of Union City Transit Division (UCT),http://www.uctransit.org/,"Union City, CA",Ms. Mintze Cheng (Director of Public Works),mintzec@ci.union-city.ca.us,(510)675-5308,"
34009 Alvarado-Niles Road
Union City, CA 94587"
"City of Vallejo Transportation Program (Vallejo Transit, Baylink)",http://www.vallejotransit.com/,"Vallejo, CA",Ms. Crystal Odum Ford (Transportation Superintendent),codumford@ci.vallejo.ca.us,(707)648-5241,"
555 Santa Clara Street
Vallejo, CA 94590"
Ventura Intercity Service Transit Authority (VISTA),http://www.goventura.org/,"Ventura, CA",Mr. Darren Kettle (Executive Director),dkettle@goventura.org,(805)642-1591 Ext:123,"
950 County Square Drive Suite 207
Ventura, CA 93003"
City of Visalia - Visalia City Coach (VCC),http://www.ci.visalia.ca.us/,"Visalia, CA",Mr. Monty Cox (Transit Manager),transit@ci.visalia.ca.us,(559)713-4100,"
425 East Oak Avenue, Suite 101
Visalia, CA 93291"
Foothill Transit,http://www.foothilltransit.org/,"West Covina, CA",Mr. Doran Barnes (Executive Director),dbarnes@foothilltransit.org,(626)931-7200,"
100 South Vincent Avenue Suite 200
West Covina, CA 91790"
Yolo County Transportation District (YoloBus),http://www.yolobus.com/,"Woodland, CA",Mr. Terry Bassett (Executive Director),tbassett@yctd.org,(530)661-0816,"
350 Industrial Way
Woodland, CA 95776"
"Honolulu - VPSI, Inc.",http://www.vpsiinc.com/,"Honolulu, HI",Mr. Jeffrey Henning (President and CEO),jeff.henning@vpsiinc.com,(248)597-3500,"
711 Kapiolani Boulevard Suite 985
Honolulu, HI 96813"
Regional Transportation Commission of Southern Nevada (RTC),http://www.rtcsouthernnevada.com/,"Las Vegas, NV",Mr. Jacob Snow (General Manager),snowj@rtcsnv.com,(702)676-1500,"
600 South Grand Central Parkway Suite 350
Las Vegas, NV 89106"
Las Vegas Monorail Company (LVMC),http://www.lvmonorail.com/,"Las Vegas, NV",Mr Curtis Myles III (President and CEO),curtis@lvmonorail.com,(702)699-8200,"
3960 Howard Hughes Parkway Suite 750
Las Vegas, NV 89169"
Regional Transportation Commission of Washoe County (RTC),http://www.rtcwashoe.com/,"Reno, NV",Mr. Lee Gibson (Executive Director),lgibson@rtcwashoe.com,(775)348-0400,"
2050 Villanova Drive
Reno, NV 89520"
San Francisco Bay Area Rapid Transit District (BART),http://www.bart.gov/,"Oakland, CA",Ms. Dorothy Dugger (General Manager),Ddugger@bart.gov,(510)464-6060,"
300 Lakeside Drive
Oakland, CA 94604",airbart
San Francisco Bay Area Rapid Transit District (BART),http://www.bart.gov/,"Oakland, CA",Ms. Dorothy Dugger (General Manager),Ddugger@bart.gov,(510)464-6060,"
300 Lakeside Drive
Oakland, CA 94604",bay-area-rapid-transit
Berkshire Regional Transit Authority (BRTA),http://www.berkshirerta.com/,"Pittsfield, MA",Mr. Gary Shepard (Administrator),gary.shepard@berkshirerta.com,(413)499-2782 Ext:48,"
One Columbus Avenue, Suite 201
Pittsfield, MA 01201",berkshire-regional-transportation-authority
Blacksburg Transit (BT),http://www.btransit.org/,"Blacksburg, VA",Mr. Marc Verniel (Town Manager),mverniel@blacksburg.gov,(540)961-1130,"
2800 Commerce Street
Blacksburg, VA 24060",blacksburg-transit
Broward County Transportation Department (BCT),http://www.broward.org/bct,"Pompano Beach, FL",Mr. Christopher Walton (Director),cwalton@broward.org,(954)357-8361,"
3201 West Copans Road
Pompano Beach, FL 33069",broward-county-transit
Capital District Transportation Authority (CDTA),http://www.cdta.org/,"Albany, NY",Mr. Carm Basile (Executive Director),carmb@cdta.org,(518)437-8350,"
110 Watervliet Avenue
Albany, NY 12206",cdta
Peninsula Corridor Joint Powers Board (PCJPB),http://www.caltrain.com/,"San Carlos, CA",Mr Michael Scanlon (Executive Director),scanlonm@samtrans.com,(650)508-6242,"
1250 San Carlos Avenue
San Carlos, CA 94070",caltrain
Cape Ann Transportation Authority (CATA),http://www.canntran.com/,"Gloucester, MA",Mr. Paul Talbot (Administrator),ptalbot70@hotmail.com,(978)283-1886 Ext:16,"
3 Pond Road
Gloucester, MA 01931",cape-ann-transit-authority
Capital Metropolitan Transportation Authority (CMTA),http://www.capmetro.org/,"Austin, TX",Mr. Doug Allen (Interim General Manager),doug.allen@capmetro.org,(512)389-7400,"
2910 East Fifth Street
Austin, TX 78702",capital-metro
Chicago Transit Authority (CTA),http://www.transitchicago.com/,"Chicago, IL",Mr. Richard Rodriguez (President),rlrodriguez@transitchicago.com,(312)681-5000 Ext:5000,"
567 West Lake Street
Chicago, IL 60680",chicago-transit-authority
Dallas Area Rapid Transit (DART),http://www.dart.org/,"Dallas, TX",Mr. Gary Thomas (President/Executive Director),gthomas@dart.org,(214)749-2544,"
1401 Pacific Avenue
Dallas, TX 75202",dallas-area-rapid-transit
The Greater Cleveland Regional Transit Authority (GCRTA),http://www.riderta.com/,"Cleveland, OH",Mr. Joseph Calabrese (CEO-Gen. Manager/Sec. Treasurer),jcalabrese@gcrta.org,(216)566-5218,"
1240 West 6th Street
Cleveland, OH 44113",greater-cleveland-regional-transit-authority
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit (HRT)",http://www.gohrt.com/,"Hampton, VA",Mr. Michael Townes (Chief Executive Officer),mtownes@hrtransit.org,(757)222-6000,"
3400 Victoria Boulevard
Hampton, VA 23661",hampton-roads-transit-hrt
MTA New York City Transit (NYCT),http://www.mta.info/,"New York, NY","Mr. Howard Roberts, Jr. (President)",Howard.Roberts@nyct.com,(646)252-5800,"
2 Broadway
New York, NY 10004",long-island-railroad
Los Angeles County Metropolitan Transportation Authority (LACMTA),http://www.metro.net/,"Los Angeles, CA",Mr. Arthur Leahy (Chief Executive Officer),LeahyA@metro.net,(213)922-6888,"
One Gateway Plaza
Los Angeles, CA 90012",la-metro
Lowell Regional Transit Authority (LRTA),http://www.lrta.com/,"Lowell, MA",Mr. James Scanlan (Administrator),jhs1251@aol.com,(978)459-0164,"
145 Thorndike Street
Lowell, MA 01852",lowell-regional-transit-authority
Chula Vista Transit (CVT),http://www.sdmts.com/,"Chula Vista, CA",Mr. Andres Trujillo (Transit Manager),atrujillo@ci.chula-vista.ca.us,(619)397-6061,"
1800 Maxwell Road
Chula Vista, CA 91911",mts
Maryland Transit Administration (MTA),http://www.mtamaryland.com/,"Baltimore, MD",Mr. Paul Wiedefeld (Administrator),pwiedefeld@mtamaryland.com,(410)767-3943,"
6 St. Paul Street
Baltimore, MD 21202",maryland-transit-administration
Massachusetts Bay Transportation Authority (MBTA),http://www.mbta.com/,"Boston, MA",Mr. WILLIAM MITCHELL (ACTING GENERAL MANAGER ),GM@MBTA.COM,(617)222-5176,"
10 Park Plaza
Boston, MA 02116",massachusetts-bay-transportation-authority
Merrimack Valley Regional Transit Authority (MVRTA),http://www.mvrta.com/,"Haverhill, MA",Mr. Joseph Costanzo (Administrator),jcostanzo@mvrta.com,(978)469-1251,"
85 Railroad Avenue
Haverhill, MA 01835",merrimack-valley-regional-transit-authority
"Northeast Transportation Company, Inc.",///,"Waterbury, CT",Ms. Barbara Kalosky (General Manager-President),bknet6@aol.com,(203)753-2538,"
1717 Thomaston Avenue P.O. Box 4670
Waterbury, CT 06704",metra
Metro Transit,http://www.metrotransit.org/,"Minneapolis, MN",Mr. Brian Lamb (General Manager),brian.lamb@metc.state.mn.us,(612)349-7510,"
560 Sixth Avenue, North
Minneapolis, MN 55411",metro-transit
Southern California Regional Rail Authority (Metrolink),http://www.metrolinktrains.com/,"Los Angeles, CA",Mr. David Solow (Chief Executive Officer),solowd@scrra.net,(213)452-0273,"
700 South Flower Street Suite 2600
Los Angeles, CA 90017",metrolink
"Metropolitan Transit Authority of Harris County, Texas (Metro)",http://www.ridemetro.org/,"Houston, TX",Mr. Frank Wilson (President & CEO),FJW01@ridemetro.org,(713)739-4899,"
1900 Main
Houston, TX 77208",metropolitan-transit-authority-of-harris-county
Milwaukee County Transit System (MCTS),http://www.ridemcts.com/,"Milwaukee, WI",Mrs. Anita Gulotta-Connelly (Managing Director),AGulotta-Connelly@mcts.org,(414)937-3205,"
1942 North 17th Street
Milwaukee, WI 53205",milwaukee-county-transit-system
Montachusett Regional Transit Authority (MART),http://www.mrta.us/,"Fitchburg, MA",Mr. Mohammed Khan (Administrator),mkhan@mrta.us,(978)345-7711 Ext:2233,"
Rear 1427 Water Street
Fitchburg, MA 01420",montachusett-regional-transit-authority
Missoula Urban Transportation District (Mountain Line),http://www.mountainline.com/,"Missoula, MT",Mr. Stephen Earle (General Manager),searle@mountainline.com,(406)543-8386 Ext:104,"
1221 Shakespeare
Missoula, MT 59802",montana-transit-mountain-line
New Jersey Transit Corporation (NJ TRANSIT),http://www.njtransit.com/,"Newark, NJ",Mr. Richard Sarles (Executive Director),rsarles@njtransit.com,(973)491-8074,"
One Penn Plaza, East
Newark, NJ 07105",nj-bus
North County Transit District (NCTD),http://www.gonctd.com/,"Oceanside, CA",Mr. Richard Hannasch (Director of Fiscal & Support Services),rhannasch@nctd.org,(760)967-2809,"
810 Mission Avenue
Oceanside, CA 92054",north-county-transit-district
Orange County Transportation Authority (OCTA),http://www.octa.net/,"Orange, CA",Mr. Will Kempton (Chief Executive Officer),wkempton@octa.net,(714)560-5584,"
550 South Main Street
Orange, CA 92863",orange-county-transportation-authority
Port Authority Transit Corporation (PATCO),http://www.ridepatco.org/,"Lindenwold, NJ",Mr. Robert Box (General Manager),bbox@drpa.org,(856)772-6900 Ext:6926,"
Carlton Avenue
Lindenwold, NJ 08021",patco
Pioneer Valley Transit Authority (PVTA),http://www.pvta.com/,"Springfield, MA",Ms. Mary MacInnes (Administrator),mmacinnes@pvta.com,(413)732-6249 Ext:249,"
2808 Main Street
Springfield, MA 01107",pvta
Port Authority Trans-Hudson Corporation (PATH),http://www.panynj.gov/,"Jersey City, NJ",Mr. Michael DePallo (Director/General Manager),mdepallo@panynj.gov,(201)216-6199,"
One Path Plaza
Jersey City, NJ 07306",port-authority-trans-hudson
Denver Regional Transportation District (RTD),http://www.rtd-denver.com/,"Denver, CO",Mr. Lee Kemp (Chair Of The Board),lee.kemp@rtd-denver.com,(303)299-2730,"
1600 Blake Street
Denver, CO 80202",regional-transportation-district
Sacramento Regional Transit District (Sacramento RT),http://www.sacrt.com/,"Sacramento, CA",Mr. Michael Wiley (General Manager),mwiley@sacrt.com,(916)321-2811,"
1400 29th Street
Sacramento, CA 95812",sacramento-regional-transit
San Mateo County Transit District (SamTrans),http://www.samtrans.com/,"San Carlos, CA",Mr. Michael Scanlon (General Manager/CEO),scanlonm@samtrans.com,(650)508-6242,"
1250 San Carlos Avenue
San Carlos, CA 94070",samtrans
San Francisco Municipal Railway (MUNI),http://www.sfmta.com/,"San Francisco, CA","Mr. Nathaniel Ford, Sr. (Executive Director/CEO, MTA)",Nathaniel.Ford@sfmta.com,(415)701-4720,"
1 South Van Ness Ave 8th Floor
San Francisco, CA 94103",san-francisco-municipal-transportation-agency
Kansas City Area Transportation Authority (KCATA),http://www.kcata.org/,"Kansas City, MO",Mr. Mark Huffer (General Manager),mhuffer@kcata.org,(816)346-0211,"
1200 East 18th Street
Kansas City, MO 64108",the-metro
City and County of Honolulu Department of Transportation Services (DTS),http://www.thebus.org/,"Honolulu, HI",Mr. Wayne Yoshioka (Director-Department of Transportation Services),ksaiki@honolulu.gov,(808)768-8301,"
650 South King Street Third Floor
Honolulu, HI 96813",thebus
Transit Authority of Northern Kentucky (TANK),http://www.tankbus.org/,"Fort Wright, KY",Ms. Mary Lou Franzoni (General Manager),mfranzoni@tankbus.org,(859)814-2124,"
3375 Madison Pike
Fort Wright, KY 41017",transit-authority-of-northern-kentucky
South Florida Regional Transportation Authority (TRI-Rail),http://tri-rail.com/,"Pompano Beach, FL",Mr. Joseph Giulietti (Executive Director),giuliettij@sfrta.fl.gov,(954)942-7245,"
800 Northwest 33rd Street Suite 100
Pompano Beach, FL 33064",tri-rail
Tri-County Metropolitan Transportation District of Oregon (TriMet),http://www.trimet.org/,"Portland, OR",Mr. Frederic Hansen (General Manager),HansenF@trimet.org,(503)962-4831,"
4012 Southeast 17th Avenue
Portland, OR 97202",trimet
Unitrans - City of Davis/ASUCD (Unitrans),http://www.unitrans.com/,"Davis, CA",Mr. Geoff Straw (General Manager),gdstraw@ucdavis.edu,(530)752-6525,"
One Shields Avenue 5 South Hall
Davis, CA 95616",unitrans-davis
Utah Transit Authority (UTA),http://www.rideuta.com/,"Salt Lake City, UT",Mr. John Inglish (General Manager),jinglish@rideuta.com,(801)262-5626 Ext:2130,"
3600 South 700 West
Salt Lake City, UT 84130",utah-transit-authority
Virginia Railway Express (VRE),http://www.vre.org/,"Alexandria, VA",Mr. Dale Zehner (Chief Executive Officer),dzehner@vre.org,(703)684-1001,"
1500 King Street Suite 202
Alexandria, VA 22314",virginia-railway-express
Washington Metropolitan Area Transit Authority (WMATA),http://www.wmata.com/,"Washington, DC",Mr. John Catoe (General Manager),jbcatoe@WMATA.com,(202)962-1000,"
600 Fifth Street, N.W.
Washington, DC 20001",wmata
ACAD,http://www.acad.com/,"United States, New Jersey, ",,,,,acad
AMTRAK,http://www.amtrak.com/,"United States, , ",,,,,amtrak
Airport (MAC),http://www.mspairport.com/MAC,", , ",,,,,airport-mac
Alameda Harbor Bay Ferry,http://www.alamedaharborbayferry.com/,"United States, California, San Francisco Bay Area",,,,,alameda-harbor-bay-ferry
Alameda/Oakland Ferry,http://www.eastbayferry.com/,"United States, California, San Francisco Bay Area",,,,,alamedaoakland-ferry
Ann Arbor Transportation Authority,http://www.TheRide.org/,"United States, Michigan, Ann Arbor",,,,,ann-arbor-transportation-authority
Arcata & Mad River Transit System,http://www.arcatatransit.org/,"United States, California, Humboldt County",,,,,arcata-mad-river-transit-system
Bay State Cruise Company,http://www.baystatecruisecompany.com/,"United States, Massachusetts, ",,,,,bay-state-cruise-company
Baylink,http://www.baylinkferry.com/,"United States, California, San Francisco Bay Area",,,,,baylink
Blue & Gold Fleet,http://www.blueandgoldfleet.com/,"United States, California, San Francisco Bay Area",,,,,blue-gold-fleet
BlueGO,http://www.bluego.org/,"United States, California, Tahoe Basin Area",,,,,bluego
Boston Harbor Cruises,http://www.bostonharborcruises.com/,"United States, Massachusetts, Boston",,,,,boston-harbor-cruises
Boston Harbor Islands Ferries (operated by Boston's Best Cruises),http://www.bostonislands.com/trip_getthere.html,"United States, Massachusetts, Boston",,,,,boston-harbor-islands-ferries-operated-by-bostons-best-cruises
Caltrain Shuttles,http://www.caltrain.com/shuttles.html,"United States, California, ",,,,,caltrain-shuttles
Cape Cod Regional Transit Authority,http://capecodtransit.org/,"United States, Massachusetts, ",,,,,cape-cod-regional-transit-authority
Capitol Corridor Joint Powers Authority,http://www.capitolcorridor.org/,"United States, California, ",,,,,capitol-corridor-joint-powers-authority
Capt. John Boats,http://www.provincetownferry.com/,"United States, Massachusetts, ",,,,,capt-john-boats
"Chappaquiddick Ferry, Inc.",http://www.chappyferry.net/,"United States, Massachusetts, ",,,,,chappaquiddick-ferry-inc
CityGo,http://salinacitygo.com/,"United States, Kansas, Salina",,,,,citygo
Cuttyhunk Ferry Company,http://www.cuttyhunkferryco.com/,"United States, Massachusetts, ",,,,,cuttyhunk-ferry-company
Edmonton Transit System,http://www.takeets.com/,"Canada, Alberta, Edmonton",,,,,edmonton-transit-system
Eureka Transit Service,http://www.eurekatransit.org/,"United States, California, Humboldt County",,,,,eureka-transit-service
Falmouth Ferry Service,http://www.falmouthferry.com/Falmouth_Ferry/Contact_Us.html,"United States, Massachusetts, ",,,,,falmouth-ferry-service
Franklin Regional Transit Authority,http://www.frta.org/,"United States, Massachusetts, ",,,,,franklin-regional-transit-authority
Freedom Cruise Line,http://www.nantucketislandferry.com/,"United States, Massachusetts, ",,,,,freedom-cruise-line
Geraldton Bus Service,http://www.pta.wa.gov.au/scripts/viewoverview_contact.asp?NID=1072,"Australia, WA, Perth",,,,,geraldton-bus-service
Golden Gate Ferry,http://www.goldengateferry.org/,"United States, California, San Francisco Bay Area",,,,,golden-gate-ferry
Guelph Transit,http://guelph.ca/transit,"Canada, Ontario, Guelph",,,,,guelph-transit
Halifax Metro Transit,http://www.halifax.ca/metrotransit/,"Canada, Nova Scotia, Halifax",,,,,halifax-metro-transit
Hy-Line Cruises,http://www.hy-linecruises.com/,"United States, Massachusetts, ",,,,,hy-line-cruises
Irvine Shuttle,http://www.irvineshuttle.net/,"United States, California, Irvine",,,,,irvine-shuttle
Island Commuter Corporation,http://www.islandqueen.com/,"United States, Massachusetts, ",,,,,island-commuter-corporation
Island Transit,http://www.islandtransit.org/,"United States, Washington, Island County",,,,,island-transit
Jefferson Transit Authority,http://www.jeffersontransit.com/,"United States, Washington, Port Townsend",,,,,jefferson-transit-authority
Lexpress,http://ci.lexington.ma.us/Lexpress/trans.htm,"United States, Massachusetts, ",,,,,lexpress
Maple Grove,http://www.ci.maple-grove.mn.us/,", , ",,,,,maple-grove
Massport,http://www.massport.com/,"United States, Massachusetts, ",,,,,massport
Menlo Park Midday Shuttle,http://www.menlopark.org/departments/trn/shuttles.html,"United States, California, Menlo Park",,,,,menlo-park-midday-shuttle
MetroWest Regional Transit Authority,http://mwrta.com/,"United States, Massachusetts, ",,,,,metrowest-regional-transit-authority
Minnesota Valley,http://www.mvta.com/,", , ",,,,,minnesota-valley
Monroe County Transit Authority,http://www.gomcta.com/,"United States, Pennsylvania, Monroe County",,,,,monroe-county-transit-authority
Mountain Line,http://www.mountainline.az.gov/,"United States, Arizona, Flagstaff",,,,,mountain-line
New England Fast Ferry,http://www.nefastferry.com/,"United States, Massachusetts, ",,,,,new-england-fast-ferry
New Jersey Transit,http://www.njtransit.com/sf/sf_servlet.srv?hdnPageAction=TripPlannerTo,"United States, New Jersey, ",,,,,new-jersey-transit
North Lake Tahoe Express,http://www.northlaketahoeexpress.com/,"United States, California, Tahoe Basin Area",,,,,north-lake-tahoe-express
Northstar-at-Tahoe,http://www.northstarattahoe.com/info/ski/trip-planning/shuttles.asp,"United States, California, Tahoe Basin Area",,,,,northstar-at-tahoe
OC Transpo,http://www.octranspo.com/,"Canada, Ontario, Ottowa",,,,,oc-transpo
Plymouth,http://www2.ci.plymouth.mn.us/,", , ",,,,,plymouth
Prior Lake,http://www.cityofpriorlake.com/transit.shtml,", , ",,,,,prior-lake
Razorback Transit,http://transit.uark.edu/26.htm,"United States, Arkansas, Fayetteville",,,,,razorback-transit
Redding Area Bus Authority,http://www.ci.redding.ca.us/raba/rabahome.htm,"United States, California, Redding",,,,,redding-area-bus-authority
Redwood Transit System,http://www.redwoodtransit.org/,"United States, California, Humboldt County",,,,,redwood-transit-system
Regional Transportation Commission of Southern Nevada,http://www.rtcsnv.com/,"United States, Nevada, ",,,,,regional-transportation-commission-of-southern-nevada
Rio Vista Delta Breeze,http://www.rio-vista-ca.com/transit/,"United States, California, Rio Vista",,,,,rio-vista-delta-breeze
SEPTA,http://www.septa.com/service/rr_schedules.html,"United States, Pennsylvania, Philadelphia",,,,,septa
